id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
declean01,"February 1, 1973","Detroit, Michigan",0.6,50.7,0.0,62.1,587.0,12.1,4.8,4.2,19.3,50.7,University of Florida,34th overall,2nd round,Golden State Warriors,1995.0,6-10,"Countryside in Clearwater, Florida",Andrew DeClercq,Center,Right,230lb,1790850.0
deherte01,"September 12, 1971","New York, New York",2.6,41.1,37.8,77.9,402.0,12.7,8.0,1.5,7.3,47.3,Seton Hall University,13th overall,1st round,Los Angeles Clippers,1993.0,6-2,"Saint Anthony's in Jersey City, New Jersey",Terry Dehere,Point Guard and Shooting Guard,Right,190lb,894291.67
dekkesa01,"May 6, 1994","Sheboygan, Wisconsin",0.8,47.8,28.8,60.6,200.0,12.7,5.5,3.0,5.4,52.5,University of Wisconsin,18th overall,1st round,Houston Rockets,2015.0,6-9,"Sheboygan Lutheran in Sheboygan, Wisconsin",Sam Dekker,Power Forward,Right,230lb,1720520.0
delnevi01,"August 9, 1966","Springfield, Massachusetts",3.2,47.5,35.9,84.0,771.0,13.5,9.1,2.3,40.6,49.5,North Carolina State University,29th overall,2nd round,Sacramento Kings,1988.0,6-4,"Suffield Academy in Suffield, Connecticut",Vinny Del Negro,Point Guard and Shooting Guard,Right,185lb,1625467.45
delebi01,"April 6, 1969","Fresno, California",1.1,52.8,14.3,69.1,413.0,16.5,11.0,6.2,22.8,52.8,"University of Maryland, University of Arizona",10th overall,1st round,Orlando Magic,1991.0,6-9,"Santa Monica in Santa Monica, California",Bison Dele,Center and Power Forward,Left,235lb,2739000.0
delkto01,"January 28, 1974","Covington, Tennessee",1.9,40.8,34.3,76.9,545.0,13.7,9.1,2.5,19.5,45.9,University of Kentucky,16th overall,1st round,Charlotte Hornets,1996.0,6-1,"Haywood in Brownsville, Tennessee",Tony Delk,Shooting Guard and Point Guard,Right,189lb,1991168.0
denglu01,"April 16, 1985","Wau, South Sudan",2.3,45.6,33.2,76.9,902.0,15.4,14.8,6.1,74.0,48.5,Duke University,7th overall,1st round,Phoenix Suns,2004.0,6-9,"Blair Academy in Blairstown, New Jersey",Luol Deng,Power Forward and Small Forward,Right,237lb,9765256.93
derozde01,"August 7, 1989","Compton, California",3.4,45.1,28.3,82.8,752.0,17.9,19.9,4.3,60.3,46.5,University of Southern California,9th overall,1st round,Toronto Raptors,2009.0,6-7,"Compton in Compton, California",DeMar DeRozan,Shooting Guard,Right,220lb,10387316.11
dickada01,"September 16, 1978","Portland, Oregon",2.5,40.1,34.1,83.1,300.0,12.9,5.8,1.4,5.9,46.0,"University of Washington, Gonzaga University",28th overall,1st round,Sacramento Kings,2002.0,6-0,"Prairie in Vancouver, Washington",Dan Dickau,Point Guard,Right,190lb,1632200.57
dickemi01,"June 25, 1975","Greenville, South Carolina",2.6,43.2,40.2,78.4,212.0,13.4,15.4,2.9,9.6,48.3,University of Arizona,14th overall,1st round,Houston Rockets,1998.0,6-5,"Federal Way in Seattle, Washington",Michael Dickerson,Shooting Guard,Right,190lb,2852193.67
dienetr01,"March 1, 1982","Fond du Lac, Wisconsin",2.4,38.8,35.3,84.7,179.0,12.5,4.8,1.4,5.6,49.5,Marquette University,38th overall,2nd round,Orlando Magic,2005.0,6-1,"Goodrich in Fond du Lac, Wisconsin",Travis Diener,Point Guard,Right,175lb,1184594.2
dienggo01,"January 18, 1990","Kebemer, Senegal",1.4,50.5,33.2,79.0,452.0,16.1,8.0,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013.0,6-11,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb,4140340.6
dinwisp01,"April 6, 1993","Los Angeles, California",4.5,40.8,32.3,80.1,253.0,14.7,11.0,2.6,13.5,48.0,University of Colorado,38th overall,2nd round,Detroit Pistons,2014.0,6-6,"William Howard Taft in Woodland Hills, California",Spencer Dinwiddie,Point Guard,Right,210lb,949009.0
dioguik01,"September 11, 1983","Buffalo, New York",0.3,50.9,50.0,78.6,225.0,15.6,6.0,3.1,6.5,51.0,Arizona State University,9th overall,1st round,Golden State Warriors,2005.0,6-8,"Garland in Garland, Texas",Ike Diogu,Power Forward,Right,250lb,1554603.43
dixonju01,"October 9, 1978","Baltimore, Maryland",1.8,41.3,34.1,83.3,436.0,12.8,8.4,1.9,6.1,46.1,University of Maryland,17th overall,1st round,Washington Wizards,2002.0,6-3,"Calvert in Baltimore, Maryland",Juan Dixon,Point Guard and Shooting Guard,Right,164lb,1768479.71
doleami01,"June 15, 1977","San Antonio, Texas",0.6,43.9,12.5,79.1,587.0,10.8,4.9,3.3,12.7,43.9,University of Utah,12th overall,1st round,Orlando Magic,1998.0,6-11,"Central Catholic in Portland, Oregon",Michael Doleac,Center,Right,262lb,1984017.6
doolike01,"May 8, 1980","Ft. Lauderdale, Florida",2.2,41.6,34.9,79.9,728.0,11.5,7.0,1.3,18.5,46.7,University of Missouri,10th overall,1st round,Orlando Magic,2000.0,6-3,"Dillard in Fort Lauderdale, Florida",Keyon Dooling,Shooting Guard and Point Guard,Right,196lb,2343925.46
douglsh01,"September 15, 1966","Washington, District of Columbia",5.9,48.4,26.7,67.8,765.0,15.1,11.0,2.2,32.9,49.5,Syracuse University,28th overall,2nd round,Miami Heat,1989.0,6-0,"Spingarn in Washington, District of Columbia",Sherman Douglas,Point Guard,Right,180lb,1985770.83
douglto01,"March 16, 1986","Jonesboro, Georgia",2.3,40.4,35.4,82.4,394.0,13.2,7.6,2.2,12.1,48.6,"Auburn University, Florida State University",29th overall,1st round,Los Angeles Lakers,2009.0,6-2,"Jonesboro in Jonesboro, Georgia",Toney Douglas,Point Guard and Shooting Guard,Right,195lb,1057572.22
douglch01,"January 8, 1987","Detroit, Michigan",1.1,43.9,32.9,83.1,222.0,11.5,7.1,2.1,5.4,47.1,University of Memphis,40th overall,2nd round,New Jersey Nets,2008.0,6-7,"Cass Technical in Detroit, Michigan",Chris Douglas-Roberts,Small Forward and Shooting Guard,Right,200lb,604187.0
dreilgr01,"November 7, 1962","Wichita, Kansas",0.4,46.7,33.3,64.9,474.0,7.4,2.1,2.1,4.0,46.9,"Wichita State University, University of Kansas",26th overall,2nd round,Indiana Pacers,1986.0,7-1,"Kapaun Mt. Carmel in Wichita, Kansas",Greg Dreiling,Center,Right,250lb,328437.5
drewbr01,"September 21, 1974","Baton Rouge, Louisiana",2.2,38.2,37.1,83.0,243.0,9.6,4.4,1.2,2.4,45.1,Valparaiso University,16th overall,1st round,Houston Rockets,1998.0,6-2,"Valparaiso in Valparaiso, Indiana",Bryce Drew,Point Guard,Right,185lb,1174193.33
drumman01,"August 10, 1993","Mount Vernon, New York",1.2,54.3,14.7,44.8,542.0,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012.0,6-11,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb,9425237.83
duckwke01,"April 1, 1964","Harvey, Illinois",0.9,46.8,20.8,73.6,684.0,11.9,11.8,5.8,24.7,46.8,Eastern Illinois University,33rd overall,2nd round,San Antonio Spurs,1986.0,7-0,"Thornridge in Dolton, Illinois",Kevin Duckworth,Center,Right,275lb,1824700.0
dudlech02,"February 22, 1965","Stamford, Connecticut",0.4,41.2,0.0,45.8,886.0,10.7,3.9,6.2,26.2,41.2,Yale University,75th overall,4th round,Cleveland Cavaliers,1987.0,6-11,"Torrey Pines in Encinitas, California",Chris Dudley,Power Forward and Center,Right,235lb,2553666.67
dudleja01,"July 10, 1985","San Diego, California",1.6,46.5,39.2,73.2,847.0,12.7,7.7,3.3,42.1,54.9,Boston College,22nd overall,1st round,Charlotte Bobcats,2007.0,6-7,"Horizon in San Diego, California",Jared Dudley,Small Forward and Power Forward and Shooting Guard,Right,237lb,4321638.91
duhonch01,"August 31, 1982","Mamou, Louisiana",4.4,39.3,36.3,78.4,606.0,10.8,6.5,2.3,25.0,48.8,Duke University,38th overall,2nd round,Chicago Bulls,2004.0,6-1,"Salmen in Slidell, Louisiana",Chris Duhon,Point Guard,Right,185lb,3307407.7
dumarjo01,"May 24, 1963","Shreveport, Louisiana",4.5,46.0,38.2,84.3,1018.0,15.3,16.1,2.2,86.2,49.8,McNeese State University,18th overall,1st round,Detroit Pistons,1985.0,6-3,"Natchitoches Central in Natchitoches, Louisiana",Joe Dumars,Point Guard and Shooting Guard,Right,190lb,1528780.0
duncati01,"April 25, 1976","St. Croix, U.S. VirgIslands",3.0,50.6,17.9,69.6,1392.0,24.2,19.0,10.8,206.4,50.7,Wake Forest University,1st overall,1st round,San Antonio Spurs,1997.0,6-11,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands",Tim Duncan,Center and Power Forward,Right,250lb,11593888.33
dunlemi02,"September 15, 1980","Fort Worth, Texas",2.2,44.1,37.7,80.3,986.0,13.9,11.2,4.3,58.5,51.4,Duke University,3rd overall,1st round,Golden State Warriors,2002.0,6-9,"Jesuit in Portland, Oregon",Mike Dunleavy,Small Forward and Shooting Guard and Power Forward,Right,230lb,5282073.5
dunnkr01,"March 18, 1994","New London, Connecticut",4.4,41.7,32.3,72.3,176.0,11.8,8.6,3.3,1.6,45.0,Providence College,5th overall,1st round,Minnesota Timberwolves,2016.0,6-4,"New London in New London, Connecticut",Kris Dunn,Point Guard,Right,205lb,3959640.0
duranke01,"September 29, 1988","Washington, District of Columbia",4.1,49.3,38.1,88.3,849.0,25.2,27.0,7.1,141.7,54.2,University of Texas at Austin,2nd overall,1st round,Seattle SuperSonics,2007.0,6-9,"Montrose Christian School in Rockville, Maryland",Kevin Durant,Power Forward and Small Forward and Shooting Guard,Right,240lb,14564456.18
eacklle01,"November 24, 1966","Baton Rouge, Louisiana",1.7,44.5,33.6,76.7,441.0,13.8,10.8,2.2,10.8,46.1,University of New Orleans,36th overall,2nd round,Washington Bullets,1988.0,6-5,"Broadmoor in Baton Rouge, Louisiana",Ledell Eackles,Shooting Guard,Right,220lb,508000.0
earlac01,"June 23, 1970","Peoria, Illinois",0.3,40.3,0.0,66.7,193.0,10.6,5.1,2.7,0.3,40.3,University of Iowa,19th overall,1st round,Boston Celtics,1993.0,6-10,"Moline in Moline, Illinois",Acie Earl,Center,Right,240lb,1040000.0
edneyty01,"February 14, 1973","Gardena, California",4.0,40.5,32.2,80.6,226.0,13.6,7.6,1.7,6.8,42.8,"University of California, Los Angeles",47th overall,2nd round,Sacramento Kings,1995.0,5-10,"Long Beach Polytechnic in Long Beach, California",Tyus Edney,Point Guard,Right,152lb,345250.0
edwarbl01,"October 31, 1965","Washington, District of Columbia",2.0,47.5,33.5,77.9,704.0,12.8,10.8,3.4,24.2,49.9,East Carolina University,21st overall,1st round,Utah Jazz,1989.0,6-4,"Greene Central in Snow Hill, North Carolina",Blue Edwards,Small Forward and Shooting Guard,Right,200lb,1208500.0
edwarke01,"October 30, 1965","Cleveland Heights, Ohio",2.7,42.3,33.5,80.3,604.0,12.7,10.9,2.7,12.5,43.7,DePaul University,20th overall,1st round,Miami Heat,1988.0,6-3,"St. Joseph in Cleveland, Ohio",Kevin Edwards,Point Guard and Shooting Guard,Right,190lb,1267500.0
eisleho01,"December 4, 1972","Detroit, Michigan",3.5,40.7,35.0,82.7,786.0,11.5,6.5,1.7,19.5,46.3,Boston College,30th overall,2nd round,Minnesota Timberwolves,1994.0,6-2,"Southwestern in Detroit, Michigan",Howard Eisley,Shooting Guard and Point Guard,Right,177lb,2659076.21
eliema01,"November 26, 1963","New York, New York",2.6,47.3,36.5,85.4,732.0,13.1,8.6,2.8,48.9,53.7,American International College,160th overall,7th round,Milwaukee Bucks,1985.0,6-5,"Power Memorial in New York, New York",Mario Elie,Shooting Guard and Small Forward,Right,210lb,1180272.73
ellinwa01,"November 29, 1987","Wynnewood, Pennsylvania",1.1,41.0,37.9,84.6,645.0,11.2,8.2,2.2,17.8,51.3,University of North Carolina,28th overall,1st round,Minnesota Timberwolves,2009.0,6-5,"The Episcopal Academy in Newtown Square, Pennsylvania",Wayne Ellington,Shooting Guard,Right,200lb,2131328.83
elliose01,"February 2, 1968","Tucson, Arizona",2.6,46.5,37.5,79.9,742.0,13.9,14.2,4.3,55.7,50.0,University of Arizona,3rd overall,1st round,San Antonio Spurs,1989.0,6-8,"Cholla in Tucson, Arizona",Sean Elliott,Small Forward,Right,205lb,3535555.5
ellisla01,"May 5, 1970","East St. Louis, Illinois",1.6,45.2,30.2,73.0,624.0,14.6,11.9,6.5,32.8,47.1,University of Notre Dame,5th overall,1st round,Denver Nuggets,1992.0,6-8,"Lincoln in East St. Louis, Illinois",LaPhonso Ellis,Power Forward and Small Forward,Right,240lb,2539909.09
ellispe01,"April 3, 1967","Savannah, Georgia",1.5,51.0,5.0,68.9,474.0,15.2,9.5,6.7,21.8,51.0,University of Louisville,1st overall,1st round,Sacramento Kings,1989.0,6-9,"Savannah in Savannah, Georgia",Pervis Ellison,Power Forward and Center,Right,210lb,2012500.0
elsonfr01,"February 28, 1976","Rotterdam, Netherlands",0.6,47.8,18.8,70.0,472.0,10.0,3.7,3.5,11.7,47.9,University of California,41st overall,2nd round,Denver Nuggets,1999.0,7-0,"Maria Regina M.A.V.O. in Rotterdam, Netherlands",Francisco Elson,Center,Right,235lb,1395386.56
elyme01,"May 2, 1978","Harvey, Illinois",0.7,46.0,0.0,62.5,375.0,10.6,5.3,3.2,4.0,46.0,"California State University, Fresno",12th overall,1st round,Los Angeles Clippers,2002.0,6-10,"Thornton Township in Harvey, Illinois",Melvin Ely,Power Forward and Center,Right,260lb,1710378.12
ennisja01,"July 1, 1990","Ventura, California",0.9,45.7,35.7,79.3,278.0,11.5,6.5,3.2,11.7,53.6,"California State University, Long Beach",50th overall,2nd round,Atlanta Hawks,2013.0,6-7,"Ventura in Ventura, California",James Ennis,Small Forward,Right,210lb,1470673.8
ennisty01,"August 24, 1994","Brampton, Canada",1.9,41.9,31.7,76.8,186.0,10.3,4.2,1.3,1.3,46.3,Syracuse University,18th overall,1st round,Phoenix Suns,2014.0,6-3,"Saint Benedict's Preparatory School in Newark, New Jersey",Tyler Ennis,Point Guard,Right,194lb,1627816.25
evansje01,"October 24, 1987","Crossett, Arkansas",0.4,56.9,23.1,68.7,250.0,17.3,3.5,2.6,8.2,57.3,Western Kentucky University,55th overall,2nd round,Utah Jazz,2010.0,6-9,"Crossett in Crossett, Arkansas",Jeremy Evans,Power Forward and Small Forward,Right,200lb,1118352.0
evansty01,"September 19, 1989","Chester, Pennsylvania",4.8,44.0,32.3,75.7,594.0,17.1,15.7,4.6,28.4,47.1,University of Memphis,4th overall,1st round,Sacramento Kings,2009.0,6-6,"American Christian School in Aston, Pennsylvania",Tyreke Evans,Small Forward and Shooting Guard and Point Guard,Right,220lb,7015139.0
ewingpa01,"August 5, 1962","Kingston, Jamaica",1.9,50.4,15.2,74.0,1183.0,21.0,21.0,9.8,126.4,50.5,Georgetown University,1st overall,1st round,New York Knicks,1985.0,7-0,"Cambridge Rindge & Latin in Cambridge, Massachusetts",Patrick Ewing,Power Forward and Center,Right,240lb,6955173.33
ezelife01,"October 21, 1989","BenCity, Nigeria",0.4,51.3,-,55.7,170.0,13.4,4.2,4.3,5.9,51.3,Vanderbilt University,30th overall,1st round,Golden State Warriors,2012.0,6-11,"Jesuit in Sacramento, California",Festus Ezeli,Center,Right,255lb,2157140.33
farieke01,"November 19, 1989","Newark, New Jersey",1.0,54.6,22.2,65.4,478.0,19.7,11.4,8.1,38.8,54.8,Morehead State University,22nd overall,1st round,Denver Nuggets,2011.0,6-8,"Technology in Newark, New Jersey",Kenneth Faried,Center and Power Forward,Right,220lb,6065269.0
farmajo01,"November 30, 1986","Los Angeles, California",2.9,42.3,37.4,73.9,504.0,13.3,7.7,1.9,13.9,50.7,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006.0,6-2,"Taft in Woodland Hills, California",Jordan Farmar,Point Guard,Right,180lb,1438933.69
favorde01,"July 15, 1991","Atlanta, Georgia",1.1,52.5,21.0,66.4,632.0,18.9,11.6,7.2,49.5,52.8,Georgia Institute of Technology,3rd overall,1st round,New Jersey Nets,2010.0,6-10,"South Atlanta in Atlanta, Georgia",Derrick Favors,Center and Power Forward,Right,265lb,8394352.75
feickja01,"July 3, 1974","Lexington, Ohio",0.7,42.4,40.0,62.9,201.0,12.4,4.5,7.1,8.2,43.2,Michigan State University,48th overall,2nd round,Philadelphia 76ers,1996.0,6-9,"Lexington in Lexington, Ohio",Jamie Feick,Power Forward and Center,Right,255lb,1649541.67
feitlda01,"June 8, 1962","Butler, Pennsylvania",0.5,43.3,0.0,75.1,275.0,9.8,4.3,3.0,1.4,43.3,University of Texas at El Paso,43rd overall,2nd round,Houston Rockets,1986.0,6-11,"Santa Rita in Tucson, Arizona",Dave Feitl,Center,Right,235lb,167175.0
feltora01,"June 26, 1984","Marion, South Carolina",5.2,41.2,32.9,79.0,971.0,13.8,11.2,3.0,40.2,45.9,University of North Carolina,5th overall,1st round,Charlotte Bobcats,2005.0,6-1,"Latta in Latta, South Carolina",Raymond Felton,Point Guard and Shooting Guard,Right,205lb,3982855.77
ferryda01,"October 17, 1966","Hyattsville, Maryland",1.3,44.6,39.3,84.0,917.0,11.8,7.0,2.8,34.8,50.6,Duke University,2nd overall,1st round,Los Angeles Clippers,1989.0,6-10,"Dematha Catholic in Hyattsville, Maryland",Danny Ferry,Small Forward and Power Forward,Right,230lb,3403307.69
fieldla01,"June 27, 1988","Long Beach, California",1.6,47.3,33.2,66.6,255.0,12.1,6.8,4.3,10.5,51.5,Stanford University,39th overall,2nd round,New York Knicks,2010.0,6-7,"Los Alamitos in Los Alamitos, California",Landry Fields,Shooting Guard and Small Forward,Right,210lb,3997159.8
finlemi01,"March 6, 1973","Melrose Park, Illinois",2.9,44.4,37.5,81.1,1103.0,16.0,15.7,4.4,85.2,49.2,University of Wisconsin,21st overall,1st round,Phoenix Suns,1995.0,6-7,"Proviso East in Maywood, Illinois",Michael Finley,Small Forward and Shooting Guard,Right,215lb,7698713.28
fishede01,"August 9, 1974","Little Rock, Arkansas",3.0,39.9,37.4,81.7,1287.0,11.7,8.3,2.1,62.3,46.6,University of Arkansas at Little Rock,24th overall,1st round,Los Angeles Lakers,1996.0,6-1,"Parkview in Little Rock, Arkansas",Derek Fisher,Point Guard and Shooting Guard,Left,200lb,3161902.85
fizerma01,"August 10, 1978","Detroit, Michigan",1.2,43.5,19.1,69.1,289.0,13.4,9.6,4.6,2.7,43.9,Iowa State University,4th overall,1st round,Chicago Bulls,2000.0,6-9,"Arcadia in Arcadia, Louisiana",Marcus Fizer,Small Forward and Power Forward,Right,262lb,2545062.8
fordtj01,"March 24, 1983","Houston, Texas",5.8,43.3,28.9,81.5,429.0,15.1,11.2,3.1,16.9,44.8,University of Texas at Austin,8th overall,1st round,Milwaukee Bucks,2003.0,6-0,"Willowridge in Houston, Texas",T.J. Ford,Point Guard,Right,165lb,4837147.11
fortsda01,"March 27, 1976","Philadelphia, Pennsylvania",0.7,47.2,16.7,78.5,440.0,16.2,8.2,7.2,22.3,47.2,University of Cincinnati,10th overall,1st round,Milwaukee Bucks,1997.0,6-7,"Shaler Area in Pittsburgh, Pennsylvania",Danny Fortson,Center and Power Forward,Right,260lb,4214524.0
fostegr01,"October 3, 1968","Oakland, California",0.5,44.0,22.5,74.8,656.0,8.9,3.9,2.6,5.6,44.4,"University of California, Los Angeles, University of Texas at El Paso",35th overall,2nd round,Washington Bullets,1990.0,6-11,"Skyline in Oakland, California",Greg Foster,Center and Power Forward,Right,240lb,634925.64
fosteje01,"January 16, 1977","San Antonio, Texas",0.9,49.7,13.0,61.5,764.0,14.2,4.9,6.9,47.5,49.8,Texas State University,21st overall,1st round,Golden State Warriors,1999.0,6-11,"James Madison in San Antonio, Texas",Jeff Foster,Center,Right,236lb,3851544.23
foxri01,"July 24, 1969","Toronto, Canada",2.8,45.0,34.9,77.0,930.0,13.6,9.6,3.8,44.7,50.1,University of North Carolina,24th overall,1st round,Boston Celtics,1991.0,6-7,"Warsaw Community in Warsaw, Indiana",Rick Fox,Small Forward,Right,230lb,2430662.71
foyera01,"September 24, 1983","Newark, New Jersey",2.8,40.1,36.6,85.2,752.0,12.0,10.3,2.2,23.5,48.2,Villanova University,7th overall,1st round,Boston Celtics,2006.0,6-4,"East Side in Newark, New Jersey",Randy Foye,Point Guard and Shooting Guard,Right,213lb,3125127.36
foylead01,"March 9, 1975","Canouan, Saint Vincent and the Grenadines",0.5,47.7,0.0,49.9,733.0,12.3,4.1,4.7,18.7,47.7,Colgate University,8th overall,1st round,Golden State Warriors,1997.0,6-10,"Hamilton Central in Hamilton, New York",Adonal Foyle,Center,Right,250lb,4224122.67
francst01,"February 21, 1977","Silver Spring, Maryland",6.0,42.9,34.1,79.7,576.0,18.3,18.1,5.6,54.1,46.3,University of Maryland,2nd overall,1st round,Vancouver Grizzlies,1999.0,6-3,"Montgomery Blair in Silver Spring, Maryland",Steve Francis,Shooting Guard and Point Guard,Right,195lb,8625094.25
frankte01,"April 26, 1965","Gary, Indiana",1.0,43.9,0.0,74.1,264.0,10.3,6.5,3.9,4.0,43.9,Western Kentucky University,14th overall,1st round,Golden State Warriors,1987.0,6-10,"Lew Wallace in Gary, Indiana",Tellis Frank,Power Forward,Right,225lb,285333.33
fredeji01,"February 25, 1989","Glens Falls, New York",1.4,40.9,37.2,87.9,241.0,12.5,6.0,1.0,2.2,48.4,Brigham Young University,10th overall,1st round,Milwaukee Bucks,2011.0,6-2,"Glens Falls in Glens Falls, New York",Jimmer Fredette,Shooting Guard and Point Guard,Right,195lb,1236408.14
fryech01,"May 17, 1983","White Plains, New York",1.0,44.0,38.8,82.2,890.0,13.3,8.7,4.5,38.9,51.9,University of Arizona,8th overall,1st round,New York Knicks,2005.0,7-0,"Saint Mary's in Phoenix, Arizona",Channing Frye,Center and Power Forward,Right,255lb,5119217.46
fulleto02,"July 25, 1974","Fayetteville, North Carolina",0.2,42.2,0.0,66.8,225.0,10.3,3.7,3.0,2.2,42.2,North Carolina State University,11th overall,1st round,Golden State Warriors,1996.0,6-11,"Charlotte Christian in Charlotte, North Carolina",Todd Fuller,Center,Left,255lb,995048.0
fundela01,"December 15, 1970","Columbus, Ohio",0.6,50.6,11.8,67.5,318.0,16.4,6.4,3.6,12.9,50.6,"Indiana University, Ohio State University",51st overall,2nd round,Sacramento Kings,1994.0,6-9,"Wehrle in Columbus, Ohio",Lawrence Funderburke,Power Forward,Left,230lb,3005000.0
gadzuda01,"February 2, 1978","Den Haag, Netherlands",0.4,50.0,0.0,49.8,527.0,14.4,4.7,4.4,15.8,50.0,"University of California, Los Angeles",34th overall,2nd round,Milwaukee Bucks,2002.0,6-11,"Governor Dummer Academy in Byfield, Massachusetts",Dan Gadzuric,Center and Power Forward,Right,240lb,4178795.33
gamblke01,"November 13, 1965","Springfield, Illinois",2.0,50.2,36.0,81.0,649.0,14.2,9.5,2.2,33.3,52.4,University of Iowa,63rd overall,3rd round,Portland Trail Blazers,1987.0,6-5,"Lanphier in Springfield, Illinois",Kevin Gamble,Small Forward,Right,210lb,1072727.27
garcifr01,"December 31, 1981","Santo Domingo, Dominican Republic",1.4,42.7,35.7,79.9,549.0,12.3,7.9,2.6,18.2,50.7,University of Louisville,23rd overall,1st round,Sacramento Kings,2005.0,6-7,"Winchendon School in Winchendon, Massachusetts",Francisco Garcia,Small Forward and Shooting Guard,Right,195lb,3104404.0
garlawi01,"December 19, 1964","Gary, Indiana",4.7,43.0,28.1,83.0,511.0,12.5,9.4,2.8,14.2,43.8,Missouri State University,40th overall,2nd round,Milwaukee Bucks,1987.0,6-2,"Roosevelt in Gary, Indiana",Winston Garland,Point Guard,Right,170lb,282551.43
garrede01,"November 27, 1966","Los Angeles, California",0.6,48.0,-,67.7,359.0,13.3,4.8,5.0,14.1,48.0,Indiana University,38th overall,2nd round,Phoenix Suns,1988.0,6-10,"San Clemente in San Clemente, California",Dean Garrett,Center,Right,225lb,1849642.86
garrito01,"July 7, 1966","West Warwick, Rhode Island",3.4,46.9,8.3,77.5,251.0,11.6,5.4,2.0,5.9,47.1,University of Rhode Island,45th overall,2nd round,Los Angeles Clippers,1988.0,6-2,"West Warwick in West Warwick, Rhode Island",Tom Garrick,Shooting Guard,Right,185lb,213333.33
garripa01,"August 23, 1976","Las Vegas, Nevada",0.8,41.7,39.8,80.6,552.0,10.7,7.3,2.6,18.7,50.6,University of Notre Dame,19th overall,1st round,Milwaukee Bucks,1998.0,6-9,"Lewis Palmer in Monument, Colorado",Pat Garrity,Power Forward and Small Forward,Right,238lb,2278802.1
gatlich01,"September 3, 1967","Elizabeth, New Jersey",0.7,51.3,24.9,66.0,700.0,17.6,10.3,5.3,32.1,51.7,Old Dominion University,16th overall,1st round,Golden State Warriors,1991.0,6-10,"Elizabeth in Elizabeth, New Jersey",Chris Gatling,Center and Power Forward,Left,220lb,2681711.55
gattike01,"May 23, 1964","Wilmington, North Carolina",0.9,52.0,8.3,64.9,494.0,13.0,7.9,4.7,16.9,52.0,Old Dominion University,55th overall,3rd round,Phoenix Suns,1986.0,6-8,"New Hanover in Wilmington, North Carolina",Kenny Gattison,Power Forward,Right,225lb,864875.0
gayru01,"August 17, 1986","Baltimore, Maryland",2.2,45.6,34.8,79.6,879.0,16.8,17.6,5.9,54.9,49.1,University of Connecticut,8th overall,1st round,Houston Rockets,2006.0,6-8,"Archbishop Spalding in Severn, Maryland",Rudy Gay,Power Forward and Small Forward,Right,230lb,10579914.08
geigema01,"September 10, 1969","Salem, Massachusetts",0.7,49.9,23.2,72.8,552.0,15.2,9.2,5.7,28.4,50.1,"Auburn University, Georgia Institute of Technology",42nd overall,2nd round,Miami Heat,1992.0,7-0,"Countryside in Clearwater, Florida",Matt Geiger,Center,Right,243lb,4036727.27
georgde01,"August 29, 1977","Minneapolis, Minnesota",0.9,39.2,34.3,72.1,630.0,10.6,5.6,3.1,18.2,45.6,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999.0,6-8,"Benilde-Saint Margaret in St. Louis Park, Minnesota",Devean George,Small Forward,Right,220lb,2605125.45
georgpa01,"May 2, 1990","Palmdale, California",3.3,43.3,37.8,84.4,604.0,19.2,19.8,6.4,65.2,50.9,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010.0,6-9,"Knight in Palmdale, California",Paul George,Small Forward and Shooting Guard,Right,220lb,10171249.88
georgta01,"May 29, 1968","Newark, New Jersey",1.8,41.4,7.1,82.0,177.0,10.7,4.2,1.0,1.3,41.5,University of Connecticut,22nd overall,1st round,New Jersey Nets,1990.0,6-5,"Union Catholic Regional in Scotch Plains, New Jersey",Tate George,Shooting Guard and Point Guard,Right,190lb,414652.0
gibsoda01,"February 27, 1986","Houston, Texas",2.0,40.2,40.7,78.0,397.0,10.8,7.8,2.0,16.0,51.2,University of Texas at Austin,42nd overall,2nd round,Cleveland Cavaliers,2006.0,6-2,"Jones in Houston, Texas",Daniel Gibson,Shooting Guard and Point Guard,Right,190lb,3157167.71
gibsota01,"June 24, 1985","Brooklyn, New York",1.0,51.2,21.2,70.9,737.0,15.5,9.8,6.4,49.8,51.4,University of Southern California,26th overall,1st round,Chicago Bulls,2009.0,6-9,"Calvary Christian in San Fernando, California",Taj Gibson,Power Forward,Right,232lb,5834330.11
